epoch_s,gpu_soc_mw,cpu_cv_mw,sys_5v0_mw,total_mw,vddq_mw
1786588338.849247,5164.6,1588.5,4407.0,11160.2,400.6
1786588338.949292,5164.6,1588.5,4407.0,11160.2,400.6
1786588339.049490,5164.6,1588.5,4507.2,11260.3,400.6
1786588339.149269,5164.6,1588.5,4407.0,11160.2,400.6
1786588339.249258,5164.6,1588.5,4407.0,11160.2,400.6
1786588339.349274,5164.6,1588.5,4407.0,11160.2,400.6
1786588339.449460,5164.6,1588.5,4407.0,11160.2,400.6
1786588339.549247,5164.6,1588.5,4407.0,11160.2,400.6
1786588339.649242,5164.6,1588.5,4407.0,11160.2,400.6
1786588339.749294,5164.6,1588.5,4407.0,11160.2,400.6
1786588339.849262,5164.6,1588.5,4407.0,11160.2,400.6
1786588339.949246,5164.6,1588.5,4407.0,11160.2,400.6
1786588340.049297,5164.6,1588.5,4407.0,11160.2,400.6
1786588340.149446,5164.6,1588.5,4407.0,11160.2,400.6
1786588340.249283,5164.6,1588.5,4407.0,11160.2,400.6
1786588340.349248,5164.6,1588.5,4407.0,11160.2,400.6
1786588340.449268,5164.6,1588.5,4407.0,11160.2,400.6
1786588340.549253,5164.6,1588.5,4407.0,11160.2,400.6
1786588340.649203,5164.6,1588.5,4407.0,11160.2,400.6
1786588340.749263,5164.6,1588.5,4407.0,11160.2,400.6
1786588340.849361,5164.6,1588.5,4407.0,11160.2,400.6
1786588340.949261,5164.6,1588.5,4407.0,11160.2,400.6
1786588341.049230,5164.6,1191.4,4407.0,10763.0,400.6
1786588341.149279,5164.6,1191.4,4407.0,10763.0,400.6
1786588341.249418,5164.6,1588.5,4407.0,11160.2,400.6
1786588341.349231,5164.6,1588.5,4407.0,11160.2,400.6
1786588341.449418,5164.6,1588.5,4407.0,11160.2,400.6
1786588341.549242,5164.6,1588.5,4407.0,11160.2,400.6
1786588341.649224,5164.6,1588.5,4407.0,11160.2,400.6
1786588341.749271,5164.6,1588.5,4407.0,11160.2,400.0
1786588341.849220,5164.6,1588.5,4407.0,11160.2,400.6
1786588341.949278,5164.6,1588.5,4407.0,11160.2,400.0
1786588342.049879,5164.6,1985.6,4507.2,11657.4,500.8
1786588342.149500,5164.6,2382.7,4607.4,12154.7,601.0
1786588342.249619,5164.6,3175.7,4807.7,13148.0,701.1
1786588342.349504,5164.6,3177.0,4907.8,13249.4,701.1
1786588342.450029,5164.6,3177.0,4907.8,13249.4,701.1
1786588342.549403,5164.6,3177.0,4807.7,13149.3,701.1
1786588342.649212,5164.6,2779.8,4807.7,12752.2,601.0
1786588342.749158,5164.6,2382.7,4707.5,12254.9,601.0
1786588342.849235,5164.6,2382.7,4607.4,12154.7,500.8
1786588342.949173,5164.6,1985.6,4607.4,11757.6,500.8
1786588343.049187,5164.6,1985.6,4507.2,11657.4,500.8
1786588343.149362,5164.6,1985.6,4507.2,11657.4,500.8
1786588343.249237,5164.6,1985.6,4507.2,11657.4,400.6
1786588343.349287,5164.6,1588.5,4507.2,11260.3,400.6
1786588343.449397,5164.6,1588.5,4507.2,11260.3,400.6
1786588343.549369,5164.6,1588.5,4507.2,11260.3,400.6
1786588343.649317,5164.6,1588.5,4507.2,11260.3,400.6
1786588343.749331,5164.6,1588.5,4507.2,11260.3,400.6
1786588343.849229,5164.6,1588.5,4507.2,11260.3,400.6
1786588343.949214,5164.6,1588.5,4407.0,11160.2,400.6
1786588344.049201,5164.6,1588.5,4407.0,11160.2,400.6
1786588344.149251,5164.6,1588.5,4407.0,11160.2,400.6
1786588344.249252,5164.6,1588.5,4407.0,11160.2,400.6
1786588344.349459,5164.6,1588.5,4407.0,11160.2,400.6
1786588344.449287,5164.6,1588.5,4407.0,11160.2,400.6
1786588344.549254,5164.6,1588.5,4407.0,11160.2,400.6
1786588344.649237,5164.6,1588.5,4407.0,11160.2,400.6
1786588344.749250,5164.6,1588.5,4407.0,11160.2,400.6
1786588344.849286,5164.6,1588.5,4407.0,11160.2,400.6
1786588344.949278,5164.6,1191.4,4407.0,10763.0,400.6
1786588345.049250,5164.6,1191.4,4407.0,10763.0,400.6
1786588345.149233,5164.6,1191.4,4407.0,10763.0,400.6
